window_start,window_end,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity
98.0,128.0,1.0,0.0,0.0,0.0,0.2,0.46
99.0,129.0,1.0,0.0,0.0,0.0,0.2,0.46
100.0,130.0,1.0,0.0,0.0,0.0,0.17,0.52
101.0,131.0,1.0,0.0,0.0,0.0,0.17,0.52
102.0,132.0,1.0,0.0,0.0,0.0,0.17,0.52
103.0,133.0,1.0,0.0,0.0,0.0,0.17,0.52
104.0,134.0,1.0,0.0,0.0,0.0,0.17,0.52
105.0,135.0,1.0,0.0,0.0,0.0,0.17,0.53
106.0,136.0,1.0,0.0,0.0,0.0,0.17,0.53
107.0,137.0,1.0,0.0,0.0,0.0,0.29,0.54
108.0,138.0,1.0,0.0,0.0,0.0,0.29,0.54
109.0,139.0,1.0,0.0,0.0,0.0,0.33,0.34
110.0,140.0,1.0,0.0,0.0,0.0,0.33,0.34
111.0,141.0,1.0,0.0,0.0,0.0,0.33,0.34
112.0,142.0,1.0,0.0,0.0,0.0,0.33,0.34
113.0,143.0,1.0,0.0,0.0,0.0,0.33,0.34
114.0,144.0,0.86,0.0,0.0,0.0,0.43,0.35
115.0,145.0,0.86,0.0,0.0,0.0,0.43,0.35
116.0,146.0,0.75,0.0,0.0,0.0,0.5,0.4
117.0,147.0,0.75,0.0,0.0,0.0,0.5,0.4
118.0,148.0,0.71,0.0,0.0,0.0,0.57,0.35
119.0,149.0,0.71,0.0,0.0,0.0,0.57,0.35
120.0,150.0,0.71,0.0,0.0,0.0,0.57,0.35
121.0,151.0,0.67,0.0,0.0,0.0,0.67,0.22
122.0,152.0,0.57,0.29,0.0,0.0,0.71,0.25
123.0,153.0,0.57,0.29,0.0,0.0,0.71,0.25
124.0,154.0,0.57,0.29,0.0,0.0,0.71,0.25
125.0,155.0,0.57,0.29,0.0,0.0,0.71,0.25
126.0,156.0,0.57,0.29,0.0,0.0,0.71,0.25
127.0,157.0,0.5,0.33,0.0,0.0,0.83,0.21
128.0,158.0,0.43,0.29,0.0,0.0,0.86,0.24
129.0,159.0,0.43,0.29,0.0,0.0,0.86,0.24
130.0,160.0,0.33,0.33,0.0,0.0,1.0,0.18
131.0,161.0,0.29,0.29,0.17,0.17,1.0,0.28
132.0,162.0,0.29,0.29,0.17,0.17,1.0,0.28
133.0,163.0,0.29,0.29,0.17,0.17,1.0,0.28
134.0,164.0,0.29,0.29,0.17,0.17,1.0,0.28
135.0,165.0,0.33,0.33,0.2,0.2,1.0,0.23
136.0,166.0,0.33,0.33,0.2,0.2,1.0,0.23
137.0,167.0,0.33,0.33,0.2,0.2,1.0,0.23
138.0,168.0,0.29,0.29,0.33,0.33,1.0,0.25
139.0,169.0,0.25,0.25,0.43,0.29,1.0,0.27
140.0,170.0,0.25,0.25,0.43,0.29,1.0,0.27
141.0,171.0,0.22,0.22,0.38,0.25,1.0,0.36
142.0,172.0,0.22,0.22,0.38,0.25,1.0,0.36
143.0,173.0,0.22,0.22,0.38,0.25,1.0,0.36
144.0,174.0,0.0,0.25,0.43,0.29,1.0,0.34
145.0,175.0,0.0,0.25,0.43,0.29,1.0,0.34
146.0,176.0,0.0,0.29,0.5,0.33,1.0,0.29
147.0,177.0,0.0,0.29,0.5,0.33,1.0,0.29
148.0,178.0,0.0,0.25,0.57,0.29,1.0,0.32
149.0,179.0,0.0,0.25,0.57,0.29,1.0,0.32
150.0,180.0,0.22,0.22,0.5,0.25,1.0,0.37
151.0,181.0,0.22,0.22,0.5,0.25,1.0,0.37
152.0,182.0,0.25,0.25,0.57,0.29,1.0,0.34
153.0,183.0,0.25,0.25,0.57,0.29,1.0,0.34
154.0,184.0,0.25,0.25,0.57,0.29,1.0,0.34
155.0,185.0,0.25,0.25,0.57,0.29,1.0,0.34
156.0,186.0,0.25,0.25,0.57,0.29,1.0,0.34
157.0,187.0,0.25,0.25,0.57,0.29,1.0,0.34
158.0,188.0,0.29,0.29,0.5,0.17,1.0,0.32
159.0,189.0,0.29,0.29,0.5,0.17,1.0,0.32
160.0,190.0,0.25,0.25,0.43,0.14,0.88,0.35
161.0,191.0,0.29,0.29,0.5,0.17,0.86,0.25
162.0,192.0,0.25,0.25,0.43,0.14,0.75,0.28
163.0,193.0,0.25,0.25,0.43,0.14,0.75,0.28
164.0,194.0,0.22,0.22,0.5,0.25,0.67,0.31
165.0,195.0,0.22,0.22,0.5,0.25,0.67,0.31
166.0,196.0,0.22,0.22,0.5,0.25,0.67,0.31
167.0,197.0,0.25,0.25,0.43,0.14,0.62,0.29
168.0,198.0,0.29,0.29,0.33,0.17,0.57,0.27
169.0,199.0,0.33,0.0,0.4,0.2,0.5,0.26
170.0,200.0,0.33,0.0,0.4,0.2,0.5,0.26
171.0,201.0,0.4,0.0,0.25,0.25,0.4,0.17
172.0,202.0,0.4,0.0,0.25,0.25,0.4,0.17
173.0,203.0,0.4,0.0,0.25,0.25,0.4,0.17
174.0,204.0,0.4,0.0,0.25,0.25,0.4,0.17
175.0,205.0,0.4,0.0,0.25,0.25,0.4,0.17
176.0,206.0,0.4,0.0,0.25,0.25,0.4,0.17
177.0,207.0,0.4,0.0,0.25,0.25,0.4,0.17
178.0,208.0,0.0,0.0,0.33,0.33,0.5,0.13
179.0,209.0,0.0,0.0,0.33,0.33,0.5,0.13
180.0,210.0,0.0,0.0,0.5,0.5,0.67,0.09
181.0,211.0,0.0,0.0,0.5,0.5,0.67,0.09
182.0,212.0,0.0,0.0,0.5,0.5,0.67,0.09
183.0,213.0,0.0,0.0,0.5,0.5,0.67,0.09
184.0,214.0,0.0,0.0,0.5,0.5,0.67,0.09
185.0,215.0,0.0,0.0,0.5,0.5,0.67,0.09
186.0,216.0,0.0,0.0,0.5,0.5,0.67,0.09
187.0,217.0,0.0,0.0,0.5,0.5,0.67,0.09
188.0,218.0,0.0,0.0,0.5,0.5,0.67,0.09
189.0,219.0,0.0,0.0,0.5,0.5,0.67,0.09
190.0,220.0,0.0,0.0,1.0,1.0,1.0,0.06
191.0,221.0,0.0,0.0,1.0,1.0,1.0,0.06
192.0,222.0,0.0,0.0,0.0,0.0,1.0,0.03
193.0,223.0,0.0,0.0,0.0,0.0,1.0,0.03
194.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0
195.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0
