window_start,window_end,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity
143.0,173.0,0.21,0.29,0.07,0.07,1.0,0.47
144.0,174.0,0.27,0.27,0.07,0.07,1.0,0.5
145.0,175.0,0.27,0.27,0.07,0.07,1.0,0.5
146.0,176.0,0.27,0.27,0.07,0.07,1.0,0.5
147.0,177.0,0.29,0.29,0.07,0.07,1.0,0.47
148.0,178.0,0.27,0.27,0.07,0.07,1.0,0.5
149.0,179.0,0.29,0.29,0.07,0.07,1.0,0.47
150.0,180.0,0.29,0.29,0.07,0.07,1.0,0.47
151.0,181.0,0.27,0.27,0.13,0.07,1.0,0.5
152.0,182.0,0.29,0.21,0.14,0.07,1.0,0.47
153.0,183.0,0.29,0.21,0.14,0.07,1.0,0.47
154.0,184.0,0.29,0.21,0.21,0.14,1.0,0.47
155.0,185.0,0.31,0.23,0.23,0.15,1.0,0.43
156.0,186.0,0.31,0.23,0.23,0.15,1.0,0.43
157.0,187.0,0.33,0.25,0.25,0.17,1.0,0.4
158.0,188.0,0.33,0.25,0.25,0.17,1.0,0.4
159.0,189.0,0.36,0.27,0.27,0.18,1.0,0.37
160.0,190.0,0.36,0.27,0.27,0.18,1.0,0.37
161.0,191.0,0.4,0.3,0.2,0.1,1.0,0.33
162.0,192.0,0.4,0.3,0.2,0.1,1.0,0.33
163.0,193.0,0.44,0.22,0.22,0.11,1.0,0.3
164.0,194.0,0.44,0.22,0.22,0.11,1.0,0.3
165.0,195.0,0.5,0.25,0.25,0.12,1.0,0.27
166.0,196.0,0.5,0.25,0.25,0.12,1.0,0.27
167.0,197.0,0.43,0.29,0.29,0.14,1.0,0.23
168.0,198.0,0.43,0.29,0.29,0.14,1.0,0.23
169.0,199.0,0.43,0.29,0.29,0.14,1.0,0.23
170.0,200.0,0.33,0.33,0.33,0.17,1.0,0.2
171.0,201.0,0.33,0.33,0.33,0.17,1.0,0.2
172.0,202.0,0.0,0.4,0.4,0.2,1.0,0.17
