max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category
0.0,0.33,0.25,0.25,0.56
0.0,0.33,0.25,0.25,0.56
0.0,0.3,0.33,0.33,0.6
0.0,0.3,0.33,0.33,0.6
0.0,0.3,0.33,0.33,0.6
0.0,0.27,0.3,0.3,0.64
0.0,0.25,0.36,0.36,0.67
0.0,0.25,0.36,0.36,0.67
0.0,0.25,0.36,0.36,0.67
0.0,0.23,0.33,0.33,0.69
0.14,0.21,0.31,0.31,0.71
0.15,0.23,0.25,0.25,0.77
0.15,0.23,0.25,0.25,0.77
0.23,0.23,0.25,0.25,0.85
0.23,0.23,0.25,0.25,0.85
0.23,0.23,0.33,0.25,0.92
0.21,0.21,0.38,0.31,0.93
0.21,0.21,0.38,0.31,0.93
0.23,0.23,0.42,0.33,1.0
0.21,0.21,0.38,0.31,1.0
0.23,0.15,0.42,0.33,1.0
0.23,0.15,0.42,0.33,1.0
0.21,0.14,0.38,0.31,1.0
0.23,0.15,0.42,0.33,1.0
0.23,0.15,0.42,0.33,1.0
0.25,0.17,0.36,0.27,1.0
0.25,0.17,0.36,0.27,1.0
0.25,0.17,0.36,0.27,0.92
0.25,0.17,0.36,0.27,0.92
0.25,0.17,0.36,0.27,0.92
