max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category
0.0,0.0,0.4,0.2,1.0
0.0,0.0,0.4,0.2,1.0
0.0,0.0,0.25,0.25,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.4,0.0,0.0,1.0
0.0,0.4,0.0,0.0,1.0
0.33,0.33,0.0,0.0,1.0
0.4,0.4,0.0,0.0,1.0
0.33,0.33,0.0,0.0,1.0
0.33,0.33,0.0,0.0,1.0
0.33,0.33,0.0,0.0,1.0
0.29,0.29,0.0,0.0,1.0
0.29,0.29,0.0,0.0,1.0
0.25,0.25,0.0,0.0,1.0
0.25,0.25,0.0,0.0,1.0
0.22,0.22,0.0,0.0,1.0
0.22,0.22,0.0,0.0,1.0
0.2,0.2,0.11,0.11,1.0
0.22,0.22,0.12,0.12,1.0
0.22,0.22,0.12,0.12,1.0
0.2,0.2,0.11,0.11,1.0
0.2,0.2,0.11,0.11,1.0
0.18,0.18,0.1,0.1,1.0
0.2,0.2,0.11,0.11,1.0
0.2,0.2,0.11,0.11,1.0
0.18,0.18,0.1,0.1,0.91
0.2,0.2,0.11,0.11,0.9
0.18,0.18,0.1,0.1,0.82
0.18,0.18,0.1,0.1,0.82
0.18,0.18,0.1,0.1,0.82
0.18,0.18,0.1,0.1,0.82
0.18,0.18,0.1,0.1,0.82
0.17,0.17,0.18,0.18,0.75
0.17,0.17,0.18,0.18,0.75
0.18,0.18,0.2,0.2,0.73
0.18,0.18,0.2,0.2,0.73
0.2,0.0,0.22,0.22,0.7
0.2,0.0,0.22,0.22,0.7
0.22,0.0,0.25,0.25,0.67
0.22,0.0,0.25,0.25,0.67
0.2,0.0,0.22,0.22,0.6
0.22,0.0,0.25,0.25,0.56
0.22,0.0,0.25,0.25,0.56
0.25,0.0,0.29,0.29,0.5
0.25,0.0,0.29,0.29,0.5
0.29,0.0,0.17,0.17,0.43
0.25,0.0,0.29,0.29,0.38
0.29,0.0,0.33,0.33,0.29
