window_start,window_end,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity
93.0,123.0,0.33,0.33,0.17,0.17,1.0,0.14
94.0,124.0,0.33,0.33,0.17,0.17,1.0,0.14
95.0,125.0,0.33,0.33,0.17,0.17,1.0,0.14
96.0,126.0,0.33,0.33,0.17,0.17,1.0,0.14
97.0,127.0,0.33,0.33,0.17,0.17,1.0,0.14
98.0,128.0,0.4,0.4,0.2,0.2,1.0,0.17
99.0,129.0,0.4,0.4,0.2,0.2,1.0,0.17
100.0,130.0,0.33,0.5,0.17,0.17,1.0,0.14
101.0,131.0,0.33,0.5,0.17,0.17,1.0,0.14
102.0,132.0,0.33,0.5,0.17,0.17,1.0,0.14
103.0,133.0,0.33,0.5,0.17,0.17,1.0,0.14
104.0,134.0,0.33,0.5,0.17,0.17,1.0,0.14
105.0,135.0,0.0,0.6,0.2,0.2,1.0,0.17
106.0,136.0,0.0,0.6,0.2,0.2,1.0,0.17
107.0,137.0,0.0,0.6,0.2,0.2,1.0,0.17
108.0,138.0,0.0,0.75,0.0,0.0,1.0,0.22
109.0,139.0,0.0,0.6,0.0,0.0,1.0,0.17
110.0,140.0,0.0,0.6,0.0,0.0,1.0,0.17
111.0,141.0,0.0,0.6,0.0,0.0,1.0,0.17
112.0,142.0,0.0,0.75,0.0,0.0,1.0,0.22
113.0,143.0,0.0,0.75,0.0,0.0,1.0,0.22
114.0,144.0,0.0,0.6,0.0,0.0,0.8,0.17
115.0,145.0,0.0,0.6,0.0,0.0,0.8,0.17
116.0,146.0,0.0,0.5,0.0,0.0,0.75,0.22
117.0,147.0,0.0,0.5,0.0,0.0,0.75,0.22
118.0,148.0,0.0,0.5,0.0,0.0,0.75,0.22
119.0,149.0,0.0,0.5,0.0,0.0,0.75,0.22
120.0,150.0,0.0,0.5,0.0,0.0,0.75,0.22
121.0,151.0,0.0,0.5,0.0,0.0,0.75,0.22
122.0,152.0,0.0,0.5,0.0,0.0,0.75,0.22
123.0,153.0,0.0,0.5,0.0,0.0,0.5,0.22
124.0,154.0,0.0,0.5,0.0,0.0,0.5,0.22
125.0,155.0,0.0,0.4,0.2,0.2,0.4,0.17
126.0,156.0,0.0,0.4,0.2,0.2,0.4,0.17
127.0,157.0,0.0,0.4,0.2,0.2,0.4,0.17
128.0,158.0,0.0,0.33,0.17,0.17,0.33,0.14
129.0,159.0,0.0,0.33,0.17,0.17,0.33,0.14
130.0,160.0,0.33,0.33,0.17,0.17,0.17,0.14
131.0,161.0,0.33,0.33,0.17,0.17,0.17,0.14
132.0,162.0,0.29,0.29,0.29,0.29,0.29,0.11
133.0,163.0,0.29,0.29,0.29,0.29,0.29,0.11
134.0,164.0,0.29,0.29,0.29,0.29,0.29,0.11
135.0,165.0,0.29,0.29,0.29,0.29,0.29,0.11
136.0,166.0,0.29,0.29,0.29,0.29,0.29,0.11
137.0,167.0,0.29,0.29,0.29,0.29,0.29,0.11
138.0,168.0,0.25,0.25,0.25,0.25,0.38,0.09
139.0,169.0,0.29,0.29,0.29,0.29,0.43,0.11
140.0,170.0,0.25,0.25,0.38,0.38,0.5,0.09
141.0,171.0,0.25,0.25,0.38,0.38,0.5,0.09
142.0,172.0,0.25,0.25,0.38,0.38,0.5,0.09
143.0,173.0,0.22,0.22,0.33,0.33,0.56,0.08
144.0,174.0,0.25,0.25,0.38,0.38,0.62,0.09
145.0,175.0,0.25,0.25,0.38,0.38,0.62,0.09
146.0,176.0,0.22,0.22,0.33,0.33,0.67,0.08
147.0,177.0,0.22,0.22,0.33,0.33,0.67,0.08
148.0,178.0,0.22,0.22,0.33,0.33,0.67,0.08
149.0,179.0,0.22,0.22,0.33,0.33,0.67,0.08
150.0,180.0,0.2,0.2,0.3,0.3,0.7,0.07
151.0,181.0,0.2,0.2,0.3,0.3,0.7,0.07
