window_start,window_end,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity
89.0,119.0,0.5,0.0,0.25,0.0,0.0,0.1333
90.0,120.0,0.5,0.0,0.25,0.0,0.0,0.1333
91.0,121.0,0.5,0.0,0.25,0.0,0.0,0.1333
92.0,122.0,0.4,0.0,0.4,0.0,0.0,0.1667
93.0,123.0,0.4,0.0,0.4,0.0,0.0,0.1667
94.0,124.0,0.5,0.0,0.25,0.0,0.0,0.1333
95.0,125.0,0.5,0.0,0.25,0.0,0.0,0.1333
96.0,126.0,0.0,0.0,0.3333,0.0,0.0,0.1
97.0,127.0,0.0,0.0,0.3333,0.0,0.0,0.1
98.0,128.0,0.0,0.0,0.25,0.0,0.25,0.1333
99.0,129.0,0.0,0.0,0.25,0.0,0.25,0.1333
100.0,130.0,0.0,0.0,0.2,0.0,0.4,0.1667
101.0,131.0,0.0,0.0,0.2,0.0,0.4,0.1667
102.0,132.0,0.0,0.0,0.25,0.0,0.5,0.1333
103.0,133.0,0.0,0.0,0.25,0.0,0.5,0.1333
104.0,134.0,0.0,0.0,0.2,0.0,0.6,0.1667
105.0,135.0,0.0,0.0,0.2,0.0,0.6,0.1667
106.0,136.0,0.0,0.0,0.2,0.0,0.6,0.1667
107.0,137.0,0.0,0.0,0.2,0.0,0.6,0.1667
108.0,138.0,0.0,0.0,0.1667,0.0,0.6667,0.2
109.0,139.0,0.0,0.0,0.1667,0.0,0.6667,0.2
110.0,140.0,0.0,0.0,0.1667,0.0,0.6667,0.2
111.0,141.0,0.0,0.0,0.1667,0.0,0.6667,0.2
112.0,142.0,0.2857,0.0,0.1429,0.0,0.7143,0.2333
113.0,143.0,0.2857,0.0,0.1429,0.0,0.7143,0.2333
114.0,144.0,0.25,0.0,0.25,0.125,0.75,0.2667
115.0,145.0,0.25,0.0,0.25,0.125,0.75,0.2667
116.0,146.0,0.25,0.0,0.25,0.125,0.75,0.2667
117.0,147.0,0.25,0.0,0.125,0.125,0.875,0.2667
118.0,148.0,0.25,0.0,0.125,0.125,0.875,0.2667
119.0,149.0,0.25,0.0,0.125,0.125,0.875,0.2667
120.0,150.0,0.2222,0.0,0.2222,0.2222,0.8889,0.3
121.0,151.0,0.2222,0.0,0.2222,0.2222,0.8889,0.3
122.0,152.0,0.2222,0.0,0.3333,0.2222,1.0,0.3
123.0,153.0,0.2222,0.0,0.3333,0.2222,1.0,0.3
124.0,154.0,0.2,0.0,0.4,0.3,1.0,0.3333
125.0,155.0,0.2,0.0,0.4,0.3,1.0,0.3333
126.0,156.0,0.1818,0.1818,0.3636,0.2727,1.0,0.3667
127.0,157.0,0.1818,0.1818,0.3636,0.2727,1.0,0.3667
128.0,158.0,0.2,0.2,0.4,0.3,1.0,0.3333
129.0,159.0,0.2,0.2,0.4,0.3,1.0,0.3333
130.0,160.0,0.2,0.2,0.4,0.3,1.0,0.3333
131.0,161.0,0.2,0.2,0.4,0.3,1.0,0.3333
132.0,162.0,0.2,0.2,0.4,0.3,1.0,0.3333
133.0,163.0,0.2,0.2,0.4,0.3,1.0,0.3333
134.0,164.0,0.2222,0.2222,0.4444,0.3333,1.0,0.3
135.0,165.0,0.2222,0.2222,0.4444,0.3333,1.0,0.3
136.0,166.0,0.2222,0.2222,0.4444,0.3333,1.0,0.3
137.0,167.0,0.2222,0.2222,0.4444,0.3333,1.0,0.3
138.0,168.0,0.2222,0.2222,0.4444,0.3333,1.0,0.3
139.0,169.0,0.2222,0.2222,0.4444,0.3333,1.0,0.3
140.0,170.0,0.2,0.2,0.5,0.3,1.0,0.3333
141.0,171.0,0.2,0.2,0.5,0.3,1.0,0.3333
142.0,172.0,0.2222,0.2222,0.4444,0.2222,1.0,0.3
143.0,173.0,0.2,0.2,0.5,0.3,1.0,0.3333
144.0,174.0,0.2222,0.2222,0.5556,0.3333,1.0,0.3
145.0,175.0,0.2222,0.2222,0.5556,0.3333,1.0,0.3
146.0,176.0,0.2,0.2,0.6,0.3,1.0,0.3333
147.0,177.0,0.2222,0.2222,0.5556,0.2222,1.0,0.3
148.0,178.0,0.2222,0.2222,0.5556,0.2222,1.0,0.3
149.0,179.0,0.2,0.2,0.5,0.2,1.0,0.3333
150.0,180.0,0.2222,0.2222,0.4444,0.2222,1.0,0.3
151.0,181.0,0.2,0.2,0.4,0.2,1.0,0.3333
152.0,182.0,0.2222,0.2222,0.3333,0.1111,1.0,0.3
153.0,183.0,0.2222,0.2222,0.3333,0.1111,1.0,0.3
154.0,184.0,0.3333,0.2222,0.3333,0.1111,0.8889,0.3
155.0,185.0,0.3333,0.2222,0.3333,0.1111,0.8889,0.3
156.0,186.0,0.375,0.25,0.375,0.125,0.875,0.2667
157.0,187.0,0.3333,0.2222,0.3333,0.1111,0.7778,0.3
158.0,188.0,0.3333,0.2222,0.3333,0.1111,0.7778,0.3
159.0,189.0,0.3333,0.2222,0.3333,0.1111,0.7778,0.3
160.0,190.0,0.375,0.25,0.375,0.125,0.75,0.2667
161.0,191.0,0.375,0.25,0.375,0.125,0.75,0.2667
162.0,192.0,0.3333,0.2222,0.4444,0.2222,0.6667,0.3
163.0,193.0,0.3333,0.2222,0.4444,0.2222,0.6667,0.3
164.0,194.0,0.3333,0.2222,0.4444,0.2222,0.6667,0.3
165.0,195.0,0.3333,0.2222,0.4444,0.2222,0.6667,0.3
166.0,196.0,0.3333,0.2222,0.4444,0.2222,0.6667,0.3
167.0,197.0,0.3333,0.2222,0.4444,0.2222,0.6667,0.3
168.0,198.0,0.3333,0.2222,0.3333,0.2222,0.5556,0.3
169.0,199.0,0.3333,0.2222,0.3333,0.2222,0.5556,0.3
170.0,200.0,0.375,0.25,0.25,0.125,0.5,0.2667
171.0,201.0,0.375,0.25,0.25,0.125,0.5,0.2667
