window_start,window_end,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity
91.0,121.0,0.2222,0.2222,0.3333,0.3333,0.6667,0.3
92.0,122.0,0.25,0.25,0.375,0.375,0.75,0.2667
93.0,123.0,0.2222,0.3333,0.3333,0.3333,0.6667,0.3
94.0,124.0,0.25,0.375,0.25,0.25,0.625,0.2667
95.0,125.0,0.25,0.375,0.25,0.25,0.625,0.2667
96.0,126.0,0.25,0.5,0.25,0.25,0.5,0.2667
97.0,127.0,0.25,0.5,0.25,0.25,0.5,0.2667
98.0,128.0,0.2222,0.4444,0.3333,0.3333,0.4444,0.3
99.0,129.0,0.2222,0.4444,0.3333,0.3333,0.4444,0.3
100.0,130.0,0.2222,0.4444,0.3333,0.3333,0.4444,0.3
101.0,131.0,0.2,0.4,0.4,0.3,0.4,0.3333
102.0,132.0,0.2222,0.4444,0.3333,0.2222,0.3333,0.3
103.0,133.0,0.2222,0.4444,0.3333,0.2222,0.3333,0.3
104.0,134.0,0.25,0.5,0.375,0.25,0.25,0.2667
105.0,135.0,0.2222,0.4444,0.3333,0.2222,0.2222,0.3
106.0,136.0,0.25,0.5,0.25,0.125,0.125,0.2667
107.0,137.0,0.25,0.5,0.25,0.125,0.125,0.2667
108.0,138.0,0.25,0.5,0.25,0.125,0.125,0.2667
109.0,139.0,0.25,0.5,0.25,0.125,0.125,0.2667
110.0,140.0,0.2857,0.5714,0.2857,0.1429,0.1429,0.2333
111.0,141.0,0.2857,0.5714,0.2857,0.1429,0.1429,0.2333
112.0,142.0,0.25,0.5,0.25,0.125,0.125,0.2667
113.0,143.0,0.2222,0.4444,0.3333,0.2222,0.1111,0.3
114.0,144.0,0.2222,0.4444,0.3333,0.2222,0.1111,0.3
115.0,145.0,0.2,0.4,0.3,0.2,0.1,0.3333
116.0,146.0,0.2,0.4,0.3,0.2,0.1,0.3333
117.0,147.0,0.2727,0.3636,0.2727,0.1818,0.0909,0.3667
118.0,148.0,0.2727,0.3636,0.2727,0.1818,0.0909,0.3667
119.0,149.0,0.3,0.3,0.3,0.2,0.1,0.3333
120.0,150.0,0.3,0.3,0.3,0.2,0.1,0.3333
121.0,151.0,0.3333,0.2222,0.3333,0.2222,0.1111,0.3
122.0,152.0,0.3333,0.2222,0.3333,0.2222,0.1111,0.3
123.0,153.0,0.375,0.0,0.375,0.25,0.125,0.2667
124.0,154.0,0.375,0.0,0.375,0.25,0.125,0.2667
125.0,155.0,0.375,0.0,0.375,0.25,0.125,0.2667
126.0,156.0,0.4286,0.0,0.2857,0.1429,0.1429,0.2333
127.0,157.0,0.4286,0.0,0.2857,0.1429,0.1429,0.2333
128.0,158.0,0.5,0.0,0.1667,0.1667,0.1667,0.2
129.0,159.0,0.5,0.0,0.1667,0.1667,0.1667,0.2
130.0,160.0,0.5,0.0,0.1667,0.1667,0.1667,0.2
131.0,161.0,0.6,0.0,0.2,0.2,0.2,0.1667
132.0,162.0,0.6,0.0,0.2,0.2,0.2,0.1667
133.0,163.0,0.6,0.0,0.2,0.2,0.2,0.1667
134.0,164.0,0.6,0.0,0.2,0.2,0.2,0.1667
135.0,165.0,0.75,0.0,0.25,0.25,0.0,0.1333
136.0,166.0,0.75,0.0,0.25,0.25,0.0,0.1333
137.0,167.0,0.75,0.0,0.25,0.25,0.0,0.1333
138.0,168.0,0.75,0.0,0.25,0.25,0.0,0.1333
