window_start,window_end,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity
106.0,136.0,0.18,0.18,0.6,0.2,0.27,0.63
107.0,137.0,0.2,0.2,0.56,0.22,0.3,0.67
108.0,138.0,0.18,0.18,0.6,0.3,0.36,0.63
109.0,139.0,0.18,0.18,0.6,0.3,0.36,0.63
110.0,140.0,0.18,0.18,0.6,0.3,0.36,0.63
111.0,141.0,0.18,0.18,0.6,0.3,0.36,0.63
112.0,142.0,0.2,0.2,0.56,0.22,0.4,0.67
113.0,143.0,0.18,0.18,0.5,0.2,0.45,0.63
114.0,144.0,0.18,0.18,0.5,0.3,0.55,0.63
115.0,145.0,0.18,0.18,0.5,0.3,0.55,0.63
116.0,146.0,0.18,0.18,0.5,0.3,0.55,0.63
117.0,147.0,0.2,0.2,0.44,0.33,0.6,0.67
118.0,148.0,0.2,0.2,0.44,0.33,0.6,0.67
119.0,149.0,0.2,0.2,0.44,0.33,0.6,0.67
120.0,150.0,0.2,0.2,0.44,0.33,0.6,0.67
121.0,151.0,0.22,0.22,0.5,0.38,0.67,0.7
122.0,152.0,0.2,0.2,0.44,0.33,0.7,0.67
123.0,153.0,0.22,0.22,0.38,0.25,0.78,0.7
124.0,154.0,0.22,0.22,0.38,0.25,0.78,0.7
125.0,155.0,0.25,0.25,0.43,0.29,0.88,0.73
126.0,156.0,0.25,0.25,0.43,0.29,0.88,0.73
127.0,157.0,0.29,0.29,0.5,0.33,1.0,0.77
128.0,158.0,0.25,0.25,0.43,0.29,0.88,0.73
129.0,159.0,0.25,0.25,0.43,0.29,0.88,0.73
130.0,160.0,0.25,0.25,0.43,0.29,0.88,0.73
131.0,161.0,0.29,0.29,0.33,0.33,0.86,0.77
132.0,162.0,0.29,0.29,0.33,0.33,0.86,0.77
133.0,163.0,0.29,0.29,0.33,0.33,0.86,0.77
134.0,164.0,0.33,0.0,0.4,0.4,0.83,0.8
135.0,165.0,0.33,0.0,0.4,0.4,0.83,0.8
136.0,166.0,0.4,0.0,0.25,0.25,0.8,0.83
137.0,167.0,0.4,0.0,0.25,0.25,0.8,0.83
138.0,168.0,0.5,0.0,0.33,0.33,0.75,0.87
139.0,169.0,0.5,0.0,0.33,0.33,0.75,0.87
140.0,170.0,0.5,0.0,0.33,0.33,0.75,0.87
141.0,171.0,0.5,0.0,0.33,0.33,0.75,0.87
142.0,172.0,0.5,0.0,0.33,0.33,0.75,0.87
143.0,173.0,0.67,0.0,0.0,0.0,0.67,0.9
144.0,174.0,1.0,0.0,0.0,0.0,0.5,0.93
145.0,175.0,1.0,0.0,0.0,0.0,0.5,0.93
146.0,176.0,1.0,0.0,0.0,0.0,0.5,0.93
147.0,177.0,1.0,0.0,0.0,0.0,0.5,0.93
148.0,178.0,1.0,0.0,0.0,0.0,0.5,0.93
149.0,179.0,1.0,0.0,0.0,0.0,0.5,0.93
150.0,180.0,1.0,0.0,0.0,0.0,0.5,0.93
151.0,181.0,1.0,0.0,0.0,0.0,0.5,0.93
152.0,182.0,0.0,0.0,0.0,0.0,0.0,0.97
153.0,183.0,0.0,0.0,0.0,0.0,0.0,0.97
154.0,184.0,0.0,0.0,0.0,0.0,0.0,0.97
155.0,185.0,0.0,0.0,0.0,0.0,0.0,0.97
156.0,186.0,0.0,0.0,0.0,0.0,0.0,0.97
157.0,187.0,0.0,0.0,0.0,0.0,0.0,0.97
158.0,188.0,0.0,0.0,0.0,0.0,0.0,1.0
