max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category
0.75,0.25,0.0,0.0,0.0
0.75,0.25,0.0,0.0,0.0
0.75,0.25,0.0,0.0,0.0
0.88,0.0,0.0,0.0,0.12
1.0,0.0,0.0,0.0,0.14
1.0,0.0,0.0,0.0,0.25
1.0,0.0,0.0,0.0,0.25
1.0,0.0,0.0,0.0,0.25
1.0,0.0,0.0,0.0,0.25
0.89,0.0,0.12,0.12,0.33
0.89,0.0,0.12,0.12,0.33
0.89,0.0,0.12,0.12,0.33
0.89,0.0,0.12,0.12,0.33
0.89,0.0,0.12,0.12,0.33
0.89,0.0,0.12,0.12,0.33
0.89,0.0,0.12,0.12,0.33
0.89,0.0,0.12,0.12,0.33
0.88,0.0,0.14,0.14,0.38
0.88,0.0,0.14,0.14,0.38
0.75,0.25,0.14,0.14,0.5
0.75,0.25,0.14,0.14,0.5
0.71,0.29,0.17,0.17,0.57
0.71,0.29,0.17,0.17,0.57
0.62,0.25,0.14,0.14,0.5
0.57,0.29,0.17,0.17,0.57
0.5,0.25,0.14,0.14,0.5
0.5,0.25,0.14,0.14,0.5
0.5,0.25,0.14,0.14,0.5
0.56,0.22,0.12,0.12,0.44
0.56,0.22,0.12,0.12,0.44
0.67,0.22,0.12,0.12,0.44
0.67,0.22,0.12,0.12,0.44
0.67,0.22,0.12,0.12,0.44
0.78,0.22,0.12,0.12,0.33
0.78,0.22,0.12,0.12,0.33
0.78,0.22,0.12,0.12,0.22
0.78,0.22,0.12,0.12,0.22
0.78,0.22,0.12,0.12,0.22
0.78,0.22,0.12,0.12,0.22
0.88,0.0,0.14,0.14,0.25
0.78,0.0,0.12,0.12,0.22
0.78,0.0,0.12,0.12,0.22
0.78,0.0,0.12,0.12,0.22
0.78,0.0,0.12,0.12,0.22
0.7,0.0,0.11,0.11,0.2
0.7,0.0,0.11,0.11,0.2
0.64,0.0,0.1,0.1,0.18
0.64,0.0,0.1,0.1,0.18
0.58,0.0,0.09,0.09,0.17
0.55,0.0,0.1,0.1,0.18
0.55,0.0,0.1,0.1,0.18
0.5,0.0,0.09,0.09,0.17
0.5,0.0,0.09,0.09,0.17
0.42,0.0,0.18,0.18,0.17
0.42,0.0,0.18,0.18,0.17
0.33,0.0,0.18,0.18,0.25
0.33,0.0,0.18,0.18,0.25
0.25,0.0,0.27,0.27,0.33
0.27,0.0,0.3,0.3,0.36
0.27,0.0,0.3,0.3,0.36
0.3,0.0,0.33,0.33,0.4
0.3,0.0,0.33,0.33,0.4
0.3,0.0,0.33,0.33,0.4
0.33,0.0,0.25,0.25,0.44
0.33,0.0,0.25,0.25,0.44
0.38,0.0,0.29,0.29,0.5
0.38,0.0,0.29,0.29,0.5
0.38,0.0,0.29,0.29,0.5
0.33,0.0,0.38,0.38,0.56
0.33,0.0,0.38,0.38,0.56
0.25,0.0,0.43,0.43,0.62
0.25,0.0,0.43,0.43,0.62
0.25,0.0,0.43,0.43,0.62
0.25,0.0,0.43,0.43,0.62
0.29,0.0,0.5,0.5,0.71
0.25,0.0,0.57,0.57,0.75
0.25,0.25,0.57,0.57,0.88
0.25,0.25,0.57,0.57,0.88
0.25,0.25,0.71,0.71,1.0
0.25,0.25,0.71,0.71,1.0
0.22,0.22,0.62,0.62,1.0
0.25,0.25,0.57,0.57,1.0
0.22,0.22,0.62,0.5,1.0
0.22,0.22,0.75,0.62,1.0
0.22,0.22,0.75,0.62,1.0
0.22,0.22,0.62,0.5,1.0
0.22,0.22,0.62,0.5,1.0
0.22,0.33,0.5,0.38,1.0
0.22,0.33,0.5,0.38,1.0
0.22,0.33,0.5,0.38,1.0
0.22,0.33,0.5,0.38,1.0
0.22,0.33,0.5,0.38,1.0
0.22,0.33,0.5,0.38,1.0
0.22,0.33,0.5,0.38,1.0
0.2,0.3,0.56,0.33,1.0
0.2,0.3,0.56,0.33,1.0
0.2,0.3,0.56,0.33,1.0
0.18,0.27,0.5,0.3,1.0
0.2,0.3,0.44,0.22,1.0
0.18,0.27,0.4,0.2,1.0
0.18,0.27,0.4,0.2,1.0
0.18,0.27,0.4,0.2,1.0
0.18,0.27,0.4,0.2,1.0
0.18,0.27,0.4,0.2,1.0
0.17,0.25,0.45,0.27,1.0
0.18,0.27,0.5,0.3,1.0
0.2,0.3,0.44,0.22,1.0
0.2,0.3,0.44,0.22,1.0
0.2,0.3,0.44,0.22,1.0
0.18,0.27,0.5,0.3,1.0
0.2,0.3,0.44,0.33,1.0
